msec,force_x,force_y,force_z,force_T_x,force_T_y,force_T_z,foot_loc_x,foot_loc_y,foot_loc_z
75.999998,-0.000000,-0.150303,0.000000,0.000000,0.000000,0.000000,0.000000,24.340000,0.000000
76.999998,-0.000000,-0.154234,-0.000000,0.000000,0.000000,0.000000,0.000000,24.330000,0.000000
77.999998,-0.000000,-0.158126,-0.000000,0.000000,0.000000,0.000000,0.000000,24.320000,0.000000
78.999998,-0.000000,-0.161981,-0.000000,0.000000,0.000000,0.000000,0.000000,24.310000,0.000000
79.999998,0.000000,-0.165802,-0.000000,0.000000,0.000000,0.000000,0.000000,24.300000,0.000000
80.999998,0.000000,-0.170254,-0.000000,0.000000,0.000000,0.000000,0.000000,24.290000,0.000000
81.999998,0.000000,-0.175660,-0.000000,0.000000,0.000000,0.000000,0.000000,24.280000,0.000000
82.999998,0.000000,-0.181061,-0.000000,0.000000,0.000000,0.000000,0.000000,24.270000,0.000000
83.999998,-0.000000,-0.187432,-0.000000,0.000000,0.000000,0.000000,0.000000,24.260000,0.000000
84.999998,0.000000,-0.192941,-0.000000,0.000000,0.000000,0.000000,0.000000,24.250000,0.000000
85.999998,0.000000,-0.198524,-0.000000,0.000000,0.000000,0.000000,0.000000,24.240000,0.000000
86.999998,0.000000,-0.203894,-0.000000,0.000000,0.000000,0.000000,0.000000,24.230000,0.000000
87.999998,0.000000,-0.209213,0.000000,0.000000,0.000000,0.000000,0.000000,24.220000,0.000000
88.999998,-0.000000,-0.214435,-0.000000,0.000000,0.000000,0.000000,0.000000,24.210000,0.000000
89.999998,0.000000,-0.219596,0.000000,0.000000,0.000000,0.000000,0.000000,24.200000,0.000000
90.999998,-0.000000,-0.224693,-0.000000,0.000000,0.000000,0.000000,0.000000,24.190000,0.000000
91.999998,-0.000000,-0.229737,0.000000,0.000000,0.000000,0.000000,0.000000,24.180000,0.000000
92.999998,0.000000,-0.234730,-0.000000,0.000000,0.000000,0.000000,0.000000,24.170000,0.000000
93.999998,-0.000000,-0.239677,-0.000000,0.000000,0.000000,0.000000,0.000000,24.160000,0.000000
94.999998,0.000000,-0.244582,-0.000000,0.000000,0.000000,0.000000,0.000000,24.150000,0.000000
95.999998,-0.000000,-0.249446,0.000000,0.000000,0.000000,0.000000,0.000000,24.140000,0.000000
96.999998,-0.000000,-0.254273,0.000000,0.000000,0.000000,0.000000,0.000000,24.130000,0.000000
97.999998,-0.000000,-0.259064,-0.000000,0.000000,0.000000,0.000000,0.000000,24.120000,0.000000
98.999998,-0.000000,-0.263821,0.000000,0.000000,0.000000,0.000000,0.000000,24.110000,0.000000
99.999998,-0.000000,-0.268547,-0.000000,0.000000,0.000000,0.000000,0.000000,24.100000,0.000000
100.999998,-0.000000,-0.273242,0.000000,0.000000,0.000000,0.000000,0.000000,24.090000,0.000000
101.999998,-0.000000,-0.277908,-0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,0.000000
102.999998,-0.000000,-0.282546,-0.000000,0.000000,0.000000,0.000000,0.000000,24.070000,0.000000
103.999998,-0.000000,-0.287157,0.000000,0.000000,0.000000,0.000000,0.000000,24.060000,0.000000
104.999998,-0.000000,-0.291743,0.000000,0.000000,0.000000,0.000000,0.000000,24.050000,0.000000
105.999998,-0.000000,-0.296303,-0.000000,0.000000,0.000000,0.000000,0.000000,24.040000,0.000000
106.999998,-0.000000,-0.300840,0.000000,0.000000,0.000000,0.000000,0.000000,24.030000,0.000000
107.999998,-0.000000,-0.305354,-0.000000,0.000000,0.000000,0.000000,0.000000,24.020000,0.000000
108.999998,-0.000000,-0.309845,0.000000,0.000000,0.000000,0.000000,0.000000,24.010000,0.000000
109.999998,-0.000000,-0.314314,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000
110.999998,-0.000000,-0.318763,0.000000,0.000000,0.000000,0.000000,0.000000,23.990000,0.000000
111.999997,-0.000000,-0.323191,-0.000000,0.000000,0.000000,0.000000,0.000000,23.980000,0.000000
112.999997,-0.000000,-0.327599,-0.000000,0.000000,0.000000,0.000000,0.000000,23.970000,0.000000
113.999997,0.000000,-0.334098,-0.000000,0.000000,0.000000,0.000000,0.000000,23.960000,0.000000
114.999997,-0.000000,-0.338928,0.000000,0.000000,0.000000,0.000000,0.000000,23.950000,0.000000
115.999997,0.000000,-0.344815,0.000000,0.000000,0.000000,0.000000,0.000000,23.940000,0.000000
116.999997,0.000000,-0.351591,0.000000,0.000000,0.000000,0.000000,0.000000,23.930000,0.000000
117.999997,-0.000000,-0.357742,0.000000,0.000000,0.000000,0.000000,0.000000,23.920000,0.000000
118.999997,0.000000,-0.363872,-0.000000,0.000000,0.000000,0.000000,0.000000,23.910000,0.000000
119.999997,0.000000,-0.371885,-0.000000,0.000000,0.000000,0.000000,0.000000,23.900000,0.000000
120.999997,-0.000000,-0.378205,0.000000,0.000000,0.000000,0.000000,0.000000,23.890000,0.000000
121.999997,-0.000000,-0.379666,-0.000000,0.000000,0.000000,0.000000,0.000000,23.880000,0.000000
122.999997,-0.000000,-0.382505,0.000000,0.000000,0.000000,0.000000,0.000000,23.870000,0.000000
123.999997,-0.000000,-0.391436,-0.000000,0.000000,0.000000,0.000000,0.000000,23.860000,0.000000
124.999997,-0.000000,-0.388095,-0.000000,0.000000,0.000000,0.000000,0.000000,23.850000,0.000000
125.999997,0.000000,-0.411554,0.000000,0.000000,0.000000,0.000000,0.000000,23.840000,0.000000
126.999997,-0.000000,-0.397979,0.000000,0.000000,0.000000,0.000000,0.000000,23.830000,0.000000
127.999997,-0.000000,-0.413922,-0.000000,0.000000,0.000000,0.000000,0.000000,23.820000,0.000000
128.999997,-0.000000,-0.407548,0.000000,0.000000,0.000000,0.000000,0.000000,23.810000,0.000000
129.999997,0.000000,-0.436225,0.000000,0.000000,0.000000,0.000000,0.000000,23.800000,0.000000
130.999997,-0.000000,-0.441804,-0.000000,0.000000,0.000000,0.000000,0.000000,23.790000,0.000000
131.999997,0.000000,-0.438009,0.000000,0.000000,0.000000,0.000000,0.000000,23.780000,0.000000
132.999997,-0.000000,-0.426416,-0.000000,0.000000,0.000000,0.000000,0.000000,23.770000,0.000000
133.999997,-0.000000,-0.450461,-0.000000,0.000000,0.000000,0.000000,0.000000,23.760000,0.000000
134.999997,0.000000,-0.452850,0.000000,0.000000,0.000000,0.000000,0.000000,23.750000,0.000000
135.999997,0.000000,-0.462839,0.000000,0.000000,0.000000,0.000000,0.000000,23.740000,0.000000
136.999997,-0.000000,-0.447575,-0.000000,0.000000,0.000000,0.000000,0.000000,23.730000,0.000000
137.999997,-0.000000,-0.491602,-0.000000,0.000000,0.000000,0.000000,0.000000,23.720000,0.000000
138.999997,-0.000000,-0.493686,0.000000,0.000000,0.000000,0.000000,0.000000,23.710000,0.000000
139.999997,0.000000,-0.486608,-0.000000,0.000000,0.000000,0.000000,0.000000,23.700000,0.000000
140.999997,0.000000,-0.469351,0.000000,0.000000,0.000000,0.000000,0.000000,23.690000,0.000000
141.999997,-0.000000,-0.498263,0.000000,0.000000,0.000000,0.000000,0.000000,23.680000,0.000000
142.999997,-0.000000,-0.519929,-0.000000,0.000000,0.000000,0.000000,0.000000,23.670000,0.000000
143.999997,0.000000,-0.509871,0.000000,0.000000,0.000000,0.000000,0.000000,23.660000,0.000000
144.999997,0.000000,-0.490382,-0.000000,0.000000,0.000000,0.000000,0.000000,23.650000,0.000000
145.999997,-0.000000,-0.551744,-0.000000,0.000000,0.000000,0.000000,0.000000,23.640000,0.000000
146.999997,0.000000,-0.545312,0.000000,0.000000,0.000000,0.000000,0.000000,23.630000,0.000000
147.999997,0.000000,-0.532606,-0.000000,0.000000,0.000000,0.000000,0.000000,23.620000,0.000000
148.999997,-0.000000,-0.525385,0.000000,0.000000,0.000000,0.000000,0.000000,23.610000,0.000000
149.999997,0.000000,-0.567591,0.000000,0.000000,0.000000,0.000000,0.000000,23.600000,0.000000
150.999997,0.000000,-0.544285,-0.000000,0.000000,0.000000,0.000000,0.000000,23.590000,0.000000
151.999997,-0.000000,-0.555287,0.000000,0.000000,0.000000,0.000000,0.000000,23.580000,0.000000
152.999997,-0.000000,-0.531306,0.000000,0.000000,0.000000,0.000000,0.000000,23.570000,0.000000
153.999997,0.000000,-0.606120,-0.000000,0.000000,0.000000,0.000000,0.000000,23.560000,0.000000
154.999997,-0.000000,-0.569803,0.000000,0.000000,0.000000,0.000000,0.000000,23.550000,0.000000
155.999997,-0.000000,-0.577440,0.000000,0.000000,0.000000,0.000000,0.000000,23.540000,0.000000
156.999996,0.000000,-0.551759,-0.000000,0.000000,0.000000,0.000000,0.000000,23.530000,0.000000
157.999996,0.000000,-0.587999,-0.000000,0.000000,0.000000,0.000000,0.000000,23.520000,0.000000
158.999996,-0.000000,-0.608354,0.000000,0.000000,0.000000,0.000000,0.000000,23.510000,0.000000
159.999996,0.000000,-0.616812,-0.000000,0.000000,0.000000,0.000000,0.000000,23.500000,0.000000
160.999996,-0.000000,-0.571471,0.000000,0.000000,0.000000,0.000000,0.000000,23.490000,0.000000
161.999996,-0.000000,-0.639824,0.000000,0.000000,0.000000,0.000000,0.000000,23.480000,0.000000
162.999996,0.000000,-0.635497,-0.000000,0.000000,0.000000,0.000000,0.000000,23.470000,0.000000
163.999996,-0.000000,-0.640711,0.000000,0.000000,0.000000,0.000000,0.000000,23.460000,0.000000
164.999996,0.000000,-0.590815,-0.000000,0.000000,0.000000,0.000000,0.000000,23.450000,0.000000
165.999996,0.000000,-0.663108,0.000000,0.000000,0.000000,0.000000,0.000000,23.440000,0.000000
166.999996,-0.000000,-0.655965,0.000000,0.000000,0.000000,0.000000,0.000000,23.430000,0.000000
167.999996,0.000000,-0.644001,0.000000,0.000000,0.000000,0.000000,0.000000,23.420000,0.000000
168.999996,0.000000,-0.610062,-0.000000,0.000000,0.000000,0.000000,0.000000,23.410000,0.000000
169.999996,-0.000000,-0.690905,0.000000,0.000000,0.000000,0.000000,0.000000,23.400000,0.000000
170.999996,-0.000000,-0.690791,0.000000,0.000000,0.000000,0.000000,0.000000,23.390000,0.000000
171.999996,0.000000,-0.667698,-0.000000,0.000000,0.000000,0.000000,0.000000,23.380000,0.000000
172.999996,0.000000,-0.667391,-0.000000,0.000000,0.000000,0.000000,0.000000,23.370000,0.000000
173.999996,0.000000,-0.709533,-0.000000,0.000000,0.000000,0.000000,0.000000,23.360000,0.000000
174.999996,-0.000000,-0.719932,0.000000,0.000000,0.000000,0.000000,0.000000,23.350000,0.000000
175.999996,0.000000,-0.716805,-0.000000,0.000000,0.000000,0.000000,0.000000,23.340000,0.000000
176.999996,-0.000000,-0.656666,0.000000,0.000000,0.000000,0.000000,0.000000,23.330000,0.000000
177.999996,0.000000,-0.749194,-0.000000,0.000000,0.000000,0.000000,0.000000,23.320000,0.000000
178.999996,0.000000,-0.743459,-0.000000,0.000000,0.000000,0.000000,0.000000,23.310000,0.000000
179.999996,-0.000000,-0.715212,0.000000,0.000000,0.000000,0.000000,0.000000,23.300000,0.000000
180.999996,-0.000000,-0.687308,0.000000,0.000000,0.000000,0.000000,0.000000,23.290000,0.000000
181.999996,0.000000,-0.738153,-0.000000,0.000000,0.000000,0.000000,0.000000,23.280000,0.000000
182.999996,0.000000,-0.739858,-0.000000,0.000000,0.000000,0.000000,0.000000,23.270000,0.000000
183.999996,-0.000000,-0.753313,0.000000,0.000000,0.000000,0.000000,0.000000,23.260000,0.000000
184.999996,-0.000000,-0.733359,0.000000,0.000000,0.000000,0.000000,0.000000,23.250000,0.000000
185.999996,-0.000000,-0.782355,0.000000,0.000000,0.000000,0.000000,0.000000,23.240000,0.000000
186.999996,0.000000,-0.841518,-0.000000,0.000000,0.000000,0.000000,0.000000,23.230000,0.000000
187.999996,-0.000000,-0.767720,0.000000,0.000000,0.000000,0.000000,0.000000,23.220000,0.000000
188.999996,-0.000000,-0.724724,0.000000,0.000000,0.000000,0.000000,0.000000,23.210000,0.000000
189.999996,0.000000,-0.794007,-0.000000,0.000000,0.000000,0.000000,0.000000,23.200000,0.000000
190.999996,-0.000000,-0.869682,-0.000000,0.000000,0.000000,0.000000,0.000000,23.190000,0.000000
191.999996,0.000000,-0.824977,0.000000,0.000000,0.000000,0.000000,0.000000,23.180000,0.000000
192.999996,0.000000,-0.744246,-0.000000,0.000000,0.000000,0.000000,0.000000,23.170000,0.000000
193.999996,-0.000000,-0.803610,0.000000,0.000000,0.000000,0.000000,0.000000,23.160000,0.000000
194.999996,0.000000,-0.881519,0.000000,0.000000,0.000000,0.000000,0.000000,23.150000,0.000000
195.999996,-0.000000,-0.819535,0.000000,0.000000,0.000000,0.000000,0.000000,23.140000,0.000000
196.999996,0.000000,-0.792079,-0.000000,0.000000,0.000000,0.000000,0.000000,23.130000,0.000000
197.999996,0.000000,-0.908029,0.000000,0.000000,0.000000,0.000000,0.000000,23.120000,0.000000
198.999996,0.000000,-0.899532,-0.000000,0.000000,0.000000,0.000000,0.000000,23.110000,0.000000
199.999996,-0.000000,-0.863884,0.000000,0.000000,0.000000,0.000000,0.000000,23.100000,0.000000
200.999996,0.000000,-0.848065,-0.000000,0.000000,0.000000,0.000000,0.000000,23.090000,0.000000
201.999995,-0.000000,-0.898664,0.000000,0.000000,0.000000,0.000000,0.000000,23.080000,0.000000
202.999995,0.000000,-0.918096,-0.000000,0.000000,0.000000,0.000000,0.000000,23.070000,0.000000
203.999995,0.000000,-0.887087,-0.000000,0.000000,0.000000,0.000000,0.000000,23.060000,0.000000
204.999995,-0.000000,-0.783012,-0.000000,0.000000,0.000000,0.000000,0.000000,23.050000,0.000000
205.999995,0.000000,-0.985730,0.000000,0.000000,0.000000,0.000000,0.000000,23.040000,0.000000
206.999995,-0.000000,-0.947571,-0.000000,0.000000,0.000000,0.000000,0.000000,23.030000,0.000000
207.999995,0.000000,-0.975146,0.000000,0.000000,0.000000,0.000000,0.000000,23.020000,0.000000
208.999995,-0.000000,-0.803115,-0.000000,0.000000,0.000000,0.000000,0.000000,23.010000,0.000000
209.999995,0.000000,-0.939672,-0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,0.000000
210.999995,0.000001,-0.985670,0.000000,0.000000,0.000000,0.000000,0.000000,22.990000,0.000000
211.999995,0.000001,-0.957842,-0.000000,0.000000,0.000000,0.000000,0.000000,22.980000,0.000000
212.999995,-0.000002,-0.838551,-0.000000,0.000000,0.000000,0.000000,0.000000,22.970000,0.000000
213.999995,-0.000001,-1.010564,0.000001,0.000000,0.000000,0.000000,0.000000,22.960000,0.000000
214.999995,0.000006,-0.882221,0.000001,0.000000,0.000000,0.000000,0.000000,22.950000,0.000000
215.999995,-0.004451,-1.018715,-0.000001,0.000000,0.000000,0.000000,0.000000,22.940000,0.000000
216.999995,-0.000012,-0.872191,-0.000001,0.000000,0.000000,0.000000,0.000000,22.930000,0.000000
217.999995,0.000004,-0.961458,-0.000002,0.000000,0.000000,0.000000,0.000000,22.920000,0.000000
218.999995,0.000003,-1.048252,-0.000000,0.000000,0.000000,0.000000,0.000000,22.910000,0.000000
219.999995,0.000010,-0.981146,0.000010,0.000000,0.000000,0.000000,0.000000,22.900000,0.000000
220.999995,-0.000004,-0.887666,0.000000,0.000000,0.000000,0.000000,0.000000,22.890000,0.000000
221.999995,-0.002454,-1.068812,-0.001812,0.000000,0.000000,0.000000,0.000000,22.880000,0.000000
222.999995,-0.001530,-0.984433,0.003820,0.000000,0.000000,0.000000,0.000000,22.870000,0.000000
223.999995,-0.005074,-1.039308,-0.000034,0.000000,0.000000,0.000000,0.000000,22.860000,0.000000
224.999995,0.005339,-0.928085,-0.001851,0.000000,0.000000,0.000000,0.000000,22.850000,0.000000
225.999995,0.002677,-1.114825,-0.001867,0.000000,0.000000,0.000000,0.000000,22.840000,0.000000
226.999995,-0.007919,-0.976453,-0.008498,0.000000,0.000000,0.000000,0.000000,22.830000,0.000000
227.999995,0.006552,-1.063969,-0.001897,0.000000,0.000000,0.000000,0.000000,22.820000,0.000000
228.999995,-0.006665,-1.001143,-0.002010,0.000000,0.000000,0.000000,0.000000,22.810000,0.000000
229.999995,0.002646,-1.074706,0.002025,0.000000,0.000000,0.000000,0.000000,22.800000,0.000000
230.999995,0.008945,-0.950800,-0.003878,0.000000,0.000000,0.000000,0.000000,22.790000,0.000000
231.999995,-0.004799,-1.113163,0.002094,0.000000,0.000000,0.000000,0.000000,22.780000,0.000000
232.999995,0.007513,-0.973254,-0.004558,0.000000,0.000000,0.000000,0.000000,22.770000,0.000000
233.999995,-0.002778,-1.167939,0.007385,0.000000,0.000000,0.000000,0.000000,22.760000,0.000000
234.999995,0.007195,-1.097395,-0.003577,0.000000,0.000000,0.000000,0.000000,22.750000,0.000000
235.999995,-0.004468,-1.081404,0.001732,0.000000,0.000000,0.000000,0.000000,22.740000,0.000000
236.999995,0.001393,-1.149386,-0.000762,0.000000,0.000000,0.000000,0.000000,22.730000,0.000000
237.999995,-0.003049,-1.095906,-0.000642,0.000000,0.000000,0.000000,0.000000,22.720000,0.000000
238.999995,0.005305,-1.029479,0.001126,0.000000,0.000000,0.000000,0.000000,22.710000,0.000000
239.999995,0.001772,-1.117402,0.005481,0.000000,0.000000,0.000000,0.000000,22.700000,0.000000
240.999995,0.006068,-1.137549,0.006075,0.000000,0.000000,0.000000,0.000000,22.690000,0.000000
241.999995,-0.002468,-1.268576,-0.005190,0.000000,0.000000,0.000000,0.000000,22.680000,0.000000
242.999995,0.000218,-1.074338,0.012462,0.000000,0.000000,0.000000,0.000000,22.670000,0.000000
243.999995,0.006593,-1.164562,-0.006584,0.000000,0.000000,0.000000,0.000000,22.660000,0.000000
244.999995,0.000977,-1.110873,0.004880,0.000000,0.000000,0.000000,0.000000,22.650000,0.000000
245.999995,0.005427,-1.151832,-0.000091,0.000000,0.000000,0.000000,0.000000,22.640000,0.000000
246.999994,0.005013,-1.169084,-0.004981,0.000000,0.000000,0.000000,0.000000,22.630000,0.000000
247.999994,-0.002435,-1.183090,-0.000046,0.000000,0.000000,0.000000,0.000000,22.620000,0.000000
248.999994,0.005697,-1.086290,0.007378,0.000000,0.000000,0.000000,0.000000,22.610000,0.000000
249.999994,-0.001674,-1.160378,0.002297,0.000000,0.000000,0.000000,0.000000,22.600000,0.000000
250.999994,-0.004787,-1.225579,0.009063,0.000000,0.000000,0.000000,0.000000,22.590000,0.000000
251.999994,-0.002005,-1.217002,-0.004322,0.000000,0.000000,0.000000,0.000000,22.580000,0.000000
252.999994,0.007383,-1.142485,-0.003517,0.000000,0.000000,0.000000,0.000000,22.570000,0.000000
253.999994,0.001481,-1.225316,0.000097,0.000000,0.000000,0.000000,0.000000,22.560000,0.000000
254.999994,0.006113,-1.275334,-0.000459,0.000000,0.000000,0.000000,0.000000,22.550000,0.000000
255.999994,-0.003274,-1.218168,-0.004715,0.000000,0.000000,0.000000,0.000000,22.540000,0.000000
256.999994,0.008994,-1.209776,0.002225,0.000000,0.000000,0.000000,0.000000,22.530000,0.000000
257.999994,-0.006023,-1.280418,-0.001213,0.000000,0.000000,0.000000,0.000000,22.520000,0.000000
258.999994,0.021089,-1.170806,-0.008555,0.000000,0.000000,0.000000,0.000000,22.510000,0.000000
259.999994,-0.014918,-1.263945,0.011974,0.000000,0.000000,0.000000,0.000000,22.500000,0.000000
260.999994,-0.001738,-1.271058,-0.000054,0.000000,0.000000,0.000000,0.000000,22.490000,0.000000
261.999994,0.005338,-1.316965,0.000784,0.000000,0.000000,0.000000,0.000000,22.480000,0.000000
262.999994,-0.008159,-1.249739,-0.002483,0.000000,0.000000,0.000000,0.000000,22.470000,0.000000
263.999994,0.007745,-1.288440,0.008051,0.000000,0.000000,0.000000,0.000000,22.460000,0.000000
264.999994,-0.005032,-1.187059,-0.009349,0.000000,0.000000,0.000000,0.000000,22.450000,0.000000
265.999994,0.009445,-1.289898,0.007916,0.000000,0.000000,0.000000,0.000000,22.440000,0.000000
