% TRY3: sc black foot from soil surface 1cm down (in 10000ms), then 5mm up (in 5000ms) then down 2.5cm (in 25000ms), then up 5mm (in 5000ms), and finally up 4cm (in 1000ms)
% Created on:04.05.2011 - 14:12
% Control Thread cycle time: 40 msec
% log cycle time: 40 msec
% Joint angles in [rad], force in [N], and torque in [Nm]

% msec; Joint0; Joint1; Joint2; Joint3; Joint4; Joint5; Joint6; Fx; Fy; Fz; Tx; Ty; Tz; FTStatus; RTDSeq; FTSeq; Marker; currentPointID; X; Y; Z; Rx; Ry; Rz
21936; 0.258018; 0.491637; 0.269084; 0.794457; 0.794112; 1.35017; 2.06204; 3.371326; -1.158805; 3.518350; -0.122536; -0.374178; 0.006328; 0; 1; 7249331; 0; 4; -386.406; -305.347; 584.864; -179.699; 60.2111; 90.5231
21983; 0.252175; 0.491563; 0.276878; 0.808127; 0.805688; 1.34382; 2.06029; 3.760852; -0.862458; 4.227735; -0.133295; -0.360882; 0.006623; 0; 1; 7249618; 0; 4; -385.861; -306.201; 583.022; 178.738; 60.7862; 89.2805
22030; 0.245869; 0.491463; 0.280986; 0.815288; 0.818749; 1.33997; 2.05523; 3.379798; -1.022350; 3.524124; -0.126394; -0.372805; 0.005794; 0; 1; 7249905; 0; 4; -386.084; -305.903; 583.045; 177.988; 61.4452; 88.6989
22061; 0.245869; 0.491463; 0.280986; 0.815288; 0.818749; 1.33997; 2.05523; 3.664400; -0.970997; 4.047854; -0.127830; -0.363243; 0.005867; 0; 1; 7250192; 0; 4; -386.084; -305.903; 583.045; 177.988; 61.4452; 88.6989
22093; 0.239136; 0.491411; 0.285184; 0.822875; 0.832659; 1.33558; 2.03895; 3.329301; -1.051092; 3.510067; -0.123887; -0.373880; 0.005812; 0; 1; 7250479; 0; 4; -386.446; -305.533; 583.084; 178.353; 62.1732; 89.3623
22155; 0.230419; 0.491095; 0.291567; 0.833411; 0.850268; 1.32905; 2.01569; 3.488312; -0.843128; 3.924995; -0.130735; -0.368157; 0.006030; 0; 1; 7250766; 0; 4; -386.776; -305.225; 583.132; 179.13; 63.1314; 90.5341
22186; 0.22567; 0.490632; 0.295825; 0.839773; 0.860011; 1.32492; 2.00328; 3.362601; -0.924816; 3.683261; -0.127385; -0.371787; 0.005932; 0; 1; 7251053; 0; 4; -386.752; -305.236; 583.23; 179.537; 63.6823; 91.16
22218; 0.221475; 0.489979; 0.299094; 0.845719; 0.86869; 1.32099; 1.99389; 3.488160; -0.901452; 3.910892; -0.128140; -0.367568; 0.006037; 0; 1; 7251340; 0; 4; -386.812; -305.141; 583.302; 179.743; 64.1596; 91.4937
22264; 0.217395; 0.489131; 0.302489; 0.85179; 0.877438; 1.31696; 1.98474; 3.488160; -0.901452; 3.910892; -0.128140; -0.367568; 0.006037; 0; 1; 7251340; 0; 4; -386.767; -305.107; 583.453; 179.941; 64.6449; 91.8183
22311; 0.214837; 0.4885; 0.304744; 0.855572; 0.88277; 1.31443; 1.97963; 3.316312; -0.853924; 3.735934; -0.128723; -0.372457; 0.005809; 0; 1; 7251627; 0; 4; -386.694; -305.092; 583.594; -179.982; 64.9462; 91.9648
22343; 0.210999; 0.487342; 0.309092; 0.861598; 0.891165; 1.31032; 1.97203; 3.379266; -0.744881; 3.855761; -0.132659; -0.370600; 0.005788; 0; 1; 7251919; 0; 4; -386.305; -305.301; 583.958; -179.898; 65.4442; 92.1914
22374; 0.207162; 0.486105; 0.313351; 0.867574; 0.899287; 1.3064; 1.96269; 3.299573; -0.771041; 3.772985; -0.131019; -0.372838; 0.005545; 0; 1; 7252219; 0; 4; -385.912; -305.454; 584.318; -179.561; 65.9224; 92.684
22421; 0.203446; 0.484978; 0.317037; 0.873575; 0.90742; 1.30237; 1.95434; 3.400064; -0.796096; 3.887135; -0.130406; -0.369493; 0.005789; 0; 1; 7252514; 0; 4; -385.67; -305.537; 584.573; -179.345; 66.386; 93.011
22468; 0.200808; 0.484262; 0.319447; 0.877733; 0.913139; 1.29957; 1.9487; 3.379134; -0.769115; 3.864087; -0.130968; -0.369989; 0.005661; 0; 1; 7252802; 0; 4; -385.575; -305.545; 584.722; -179.218; 66.7071; 93.1992
22499; 0.198487; 0.48372; 0.321843; 0.881499; 0.918227; 1.29706; 1.94417; 3.316295; -0.727322; 3.833332; -0.132018; -0.372125; 0.005540; 0; 1; 7253089; 0; 4; -385.449; -305.62; 584.818; -179.193; 66.9974; 93.2866
22530; 0.194755; 0.482925; 0.32585; 0.887505; 0.926445; 1.29305; 1.93714; 3.349803; -0.703138; 3.863358; -0.132598; -0.370740; 0.005665; 0; 1; 7253376; 0; 4; -385.229; -305.77; 584.977; -179.193; 67.4698; 93.3903
22577; 0.191028; 0.482209; 0.330048; 0.893611; 0.934726; 1.28894; 1.92975; 3.286961; -0.632179; 3.847270; -0.134833; -0.372726; 0.005541; 0; 1; 7253666; 0; 4; -384.995; -305.969; 585.107; -179.167; 67.9488; 93.5255
22608; 0.187622; 0.48163; 0.333523; 0.89917; 0.942193; 1.28519; 1.92233; 3.379090; -0.676555; 3.931524; -0.133140; -0.369554; 0.005527; 0; 1; 7253956; 0; 4; -384.903; -306.065; 585.15; -179.043; 68.3705; 93.7322
22655; 0.183847; 0.481072; 0.337023; 0.905578; 0.950838; 1.28089; 1.9153; 3.320435; -0.646947; 3.885643; -0.133899; -0.371494; 0.005537; 0; 1; 7254244; 0; 4; -384.906; -306.126; 585.105; -179.135; 68.8447; 93.6979
22702; 0.180268; 0.48063; 0.340744; 0.911258; 0.958596; 1.27706; 1.90845; 3.312076; -0.588464; 3.907689; -0.135612; -0.371737; 0.005536; 0; 1; 7254533; 0; 4; -384.845; -306.22; 585.125; -179.144; 69.2851; 93.7603
22733; 0.17672; 0.480183; 0.344696; 0.916988; 0.966455; 1.27314; 1.89965; 3.240827; -0.527146; 3.876645; -0.137306; -0.373758; 0.005284; 0; 1; 7254818; 0; 4; -384.726; -306.377; 585.178; -178.858; 69.7348; 94.1429
22780; 0.174151; 0.479846; 0.347463; 0.921141; 0.971919; 1.27043; 1.8943; 3.328787; -0.544715; 3.952788; -0.136614; -0.370772; 0.005532; 0; 1; 7255105; 0; 4; -384.655; -306.45; 585.172; -178.795; 70.0442; 94.2607
22811; 0.170508; 0.479377; 0.351069; 0.927076; 0.979927; 1.2664; 1.88725; 3.299460; -0.527431; 3.906928; -0.137080; -0.371552; 0.005669; 0; 1; 7255393; 0; 4; -384.654; -306.5; 585.158; -178.802; 70.4904; 94.3004
22858; 0.16706; 0.478867; 0.35472; 0.932776; 0.987627; 1.26257; 1.88029; 3.282673; -0.488472; 3.952095; -0.138361; -0.372081; 0.005406; 0; 1; 7255679; 0; 4; -384.572; -306.596; 585.192; -178.769; 70.923; 94.3879
22905; 0.163686; 0.478403; 0.358451; 0.938465; 0.995378; 1.25875; 1.87309; 3.312011; -0.495843; 3.944630; -0.137790; -0.370797; 0.005402; 0; 1; 7255965; 0; 4; -384.462; -306.734; 585.227; -178.706; 71.359; 94.5115
22936; 0.160101; 0.477772; 0.362428; 0.94418; 1.00314; 1.25491; 1.86561; 3.261743; -0.451732; 3.936585; -0.139025; -0.372700; 0.005410; 0; 1; 7256254; 0; 4; -384.315; -306.829; 585.357; -178.566; 71.8013; 94.7085
22983; 0.156574; 0.477061; 0.365989; 0.949905; 1.01082; 1.25108; 1.85829; 3.278493; -0.442108; 3.959200; -0.139343; -0.372134; 0.005537; 0; 1; 7256539; 0; 4; -384.24; -306.844; 585.459; -178.426; 72.2272; 94.8794
23030; 0.1532; 0.476303; 0.369388; 0.955399; 1.01825; 1.24734; 1.85245; 3.265950; -0.356798; 3.965557; -0.142057; -0.372055; 0.005403; 0; 1; 7256826; 0; 4; -384.159; -306.853; 585.6; -178.488; 72.6409; 94.8279
23061; 0.149715; 0.475598; 0.37327; 0.96139; 1.02635; 1.2433; 1.84503; 3.286900; -0.408058; 3.966266; -0.140472; -0.371579; 0.005402; 0; 1; 7257113; 0; 4; -384.003; -306.972; 585.719; -178.389; 73.0924; 94.9653
23093; 0.146099; 0.475019; 0.376851; 0.96725; 1.03427; 1.23937; 1.83602; 3.291100; -0.386068; 3.981471; -0.140425; -0.371496; 0.005403; 0; 1; 7257400; 0; 4; -384; -306.959; 585.762; -177.974; 73.5229; 95.4069
23139; 0.142319; 0.474582; 0.380933; 0.973356; 1.04258; 1.23526; 1.82823; 3.286975; -0.349517; 3.973265; -0.141748; -0.371676; 0.005401; 0; 1; 7257687; 0; 4; -383.966; -307.016; 585.785; -177.874; 73.9844; 95.5329
23186; 0.138808; 0.47425; 0.384318; 0.979192; 1.05048; 1.23134; 1.8211; 3.303736; -0.305755; 4.010776; -0.142752; -0.370965; 0.005396; 0; 1; 7257974; 0; 4; -384.065; -306.993; 585.706; -177.853; 74.4093; 95.5504
23218; 0.134992; 0.473824; 0.388149; 0.985152; 1.05845; 1.2273; 1.81313; 3.240845; -0.293177; 3.957509; -0.143057; -0.372738; 0.005277; 0; 1; 7258262; 0; 4; -384.131; -306.946; 585.691; -177.662; 74.8455; 95.741
23249; 0.134992; 0.473824; 0.388149; 0.985152; 1.05845; 1.2273; 1.81313; 3.257562; -0.288344; 3.972732; -0.142776; -0.372054; 0.005538; 0; 1; 7258548; 0; 4; -384.131; -306.946; 585.691; -177.662; 74.8455; 95.741
23296; 0.131117; 0.473366; 0.3928; 0.991555; 1.06705; 1.22301; 1.8057; 3.282806; -0.220405; 4.032496; -0.145242; -0.371420; 0.005264; 0; 1; 7258835; 0; 4; -383.995; -307.088; 585.739; -177.7; 75.3301; 95.729
23343; 0.127259; 0.472918; 0.396947; 0.997963; 1.07578; 1.21873; 1.79794; 3.307932; -0.254617; 4.032931; -0.144112; -0.370605; 0.005394; 0; 1; 7259122; 0; 4; -383.985; -307.124; 585.741; -177.682; 75.8055; 95.7474
23374; 0.12379; 0.472386; 0.400146; 1.00367; 1.08355; 1.2149; 1.7913; 3.236687; -0.203048; 3.986678; -0.145708; -0.372759; 0.005405; 0; 1; 7259409; 0; 4; -384.084; -307.026; 585.739; -177.699; 76.2155; 95.6953
23421; 0.120105; 0.471828; 0.404013; 1.00964; 1.0916; 1.21088; 1.78431; 3.261998; -0.159298; 4.009030; -0.146717; -0.372659; 0.005398; 0; 1; 7259696; 0; 4; -384.084; -307.002; 585.788; -177.7; 76.6521; 95.6731
23468; 0.11662; 0.471355; 0.4079; 1.01531; 1.09923; 1.20703; 1.77554; 3.245130; -0.173854; 4.001546; -0.146454; -0.372717; 0.005402; 0; 1; 7259983; 0; 4; -384.05; -307.025; 585.831; -177.189; 77.0646; 96.1834
23499; 0.113246; 0.470886; 0.411777; 1.02091; 1.10692; 1.20322; 1.76811; 3.299715; -0.142460; 4.023790; -0.147389; -0.371074; 0.005521; 0; 1; 7260270; 0; 4; -383.986; -307.08; 585.903; -176.984; 77.4829; 96.3821
23530; 0.10954; 0.470328; 0.415412; 1.02702; 1.11529; 1.19901; 1.76036; 3.316497; -0.137703; 4.061876; -0.147321; -0.370766; 0.005386; 0; 1; 7260557; 0; 4; -384.082; -306.996; 585.923; -176.829; 77.9221; 96.4857
23593; 0.105655; 0.469691; 0.418958; 1.03336; 1.12367; 1.19488; 1.75257; 3.249421; -0.069037; 4.007818; -0.149154; -0.372457; 0.005529; 0; 1; 7260845; 0; 4; -384.214; -306.819; 585.887; -176.698; 78.3517; 96.5536
23624; 0.101991; 0.469154; 0.422975; 1.03936; 1.13178; 1.19087; 1.74518; 3.274618; -0.078888; 4.023273; -0.148607; -0.371881; 0.005394; 0; 1; 7261132; 0; 4; -384.197; -306.8; 585.928; -176.598; 78.7834; 96.6195
23655; 0.0981169; 0.468623; 0.427093; 1.04545; 1.14001; 1.18675; 1.73758; 3.287195; -0.071652; 4.023064; -0.148960; -0.371266; 0.005390; 0; 1; 7261418; 0; 4; -384.236; -306.723; 585.97; -176.471; 79.2214; 96.6972
23702; 0.0945057; 0.468186; 0.431261; 1.05145; 1.14805; 1.18274; 1.73064; 3.291436; -0.010777; 4.029736; -0.150867; -0.371026; 0.005518; 0; 1; 7261705; 0; 4; -384.208; -306.742; 585.974; -176.533; 79.6513; 96.5978
23749; 0.091042; 0.467807; 0.434776; 1.05727; 1.15603; 1.17882; 1.72454; 3.291436; -0.010777; 4.029736; -0.150867; -0.371026; 0.005518; 0; 1; 7261705; 0; 4; -384.324; -306.661; 585.917; -176.85; 80.064; 96.2134
23780; 0.091042; 0.467807; 0.434776; 1.05727; 1.15603; 1.17882; 1.72454; 3.329184; -0.042632; 4.068398; -0.149478; -0.370235; 0.005382; 0; 1; 7261992; 0; 4; -384.324; -306.661; 585.917; -176.85; 80.064; 96.2134
23811; 0.087315; 0.467375; 0.438417; 1.06327; 1.16414; 1.1748; 1.71588; 3.299919; -0.000939; 4.030027; -0.150309; -0.371132; 0.005255; 0; 1; 7262280; 0; 4; -384.482; -306.509; 585.862; -176.377; 80.4742; 96.6143
23858; 0.081414; 0.466701; 0.445347; 1.0731; 1.17736; 1.16815; 1.70202; 3.283167; 0.038123; 4.037156; -0.151380; -0.371794; 0.005388; 0; 1; 7262565; 0; 4; -384.46; -306.529; 585.852; -175.65; 81.1625; 97.2666
23905; 0.0787241; 0.466385; 0.447742; 1.07728; 1.183; 1.16534; 1.69699; 3.362797; 0.015681; 4.082714; -0.151193; -0.368958; 0.005372; 0; 1; 7262854; 0; 4; -384.645; -306.343; 585.791; -175.638; 81.4429; 97.2009
23936; 0.0750129; 0.465849; 0.451453; 1.08355; 1.19148; 1.16111; 1.68929; 3.312597; 0.118278; 4.058517; -0.154369; -0.370572; 0.005376; 0; 1; 7263139; 0; 4; -384.779; -306.205; 585.735; -175.545; 81.8649; 97.1986
23983; 0.0714439; 0.465322; 0.455094; 1.08923; 1.19926; 1.15728; 1.68209; 3.279046; 0.099094; 4.013390; -0.153294; -0.371709; 0.005518; 0; 1; 7263428; 0; 4; -384.883; -306.055; 585.749; -175.367; 82.2564; 97.2878
24030; 0.0680012; 0.464838; 0.45867; 1.09489; 1.20692; 1.15345; 1.67456; 3.354485; 0.137589; 4.104002; -0.154345; -0.369169; 0.005633; 0; 1; 7263714; 0; 4; -384.988; -305.93; 585.723; -175.029; 82.6366; 97.5377
24061; 0.0655323; 0.464469; 0.461361; 1.09896; 1.21232; 1.15076; 1.66958; 3.291651; 0.120947; 4.028295; -0.153907; -0.371340; 0.005514; 0; 1; 7264002; 0; 4; -385.018; -305.862; 585.704; -174.947; 82.9071; 97.5607
24093; 0.0621159; 0.463943; 0.464957; 1.10451; 1.21983; 1.14699; 1.6636; 3.371414; 0.157010; 4.080795; -0.155217; -0.368980; 0.005496; 0; 1; 7264288; 0; 4; -385.106; -305.732; 585.698; -175.24; 83.284; 97.1698
24139; 0.0583995; 0.463332; 0.468673; 1.11049; 1.22792; 1.14303; 1.65613; 3.329558; 0.176837; 4.050483; -0.155209; -0.370626; 0.005373; 0; 1; 7264576; 0; 4; -385.229; -305.535; 585.685; -175.07; 83.6784; 97.2289
24171; 0.0549358; 0.462769; 0.4726; 1.11619; 1.2357; 1.13918; 1.64758; 3.321178; 0.245141; 4.049570; -0.157030; -0.370486; 0.005504; 0; 1; 7264861; 0; 4; -385.242; -305.457; 585.719; -174.131; 84.058; 98.0818
24217; 0.051393; 0.462153; 0.476431; 1.12205; 1.24361; 1.13525; 1.64067; 3.396622; 0.186256; 4.065309; -0.155529; -0.367880; 0.005492; 0; 1; 7265149; 0; 4; -385.295; -305.33; 585.72; -174.125; 84.4448; 97.9818
24264; 0.0478714; 0.461537; 0.480263; 1.12787; 1.25145; 1.13131; 1.63347; 3.337864; 0.240123; 4.087622; -0.156860; -0.369801; 0.005633; 0; 1; 7265439; 0; 4; -385.353; -305.201; 585.719; -173.925; 84.8243; 98.071
24296; 0.0444761; 0.46099; 0.483783; 1.13357; 1.25907; 1.12738; 1.62558; 3.379871; 0.240062; 4.057242; -0.156427; -0.368288; 0.005627; 0; 1; 7265730; 0; 4; -385.491; -305.04; 585.651; -173.179; 85.1794; 98.694
24342; 0.0407017; 0.460342; 0.487555; 1.13956; 1.26735; 1.12339; 1.61802; 3.396732; 0.312934; 4.086344; -0.159283; -0.367804; 0.005617; 0; 1; 7266017; 0; 4; -385.636; -304.802; 585.654; -172.86; 85.5704; 98.877
24374; 0.0367221; 0.459637; 0.491989; 1.14607; 1.27608; 1.11907; 1.61012; 3.329739; 0.303650; 4.018315; -0.158755; -0.370430; 0.005500; 0; 1; 7266335; 0; 4; -385.671; -304.652; 585.645; -172.65; 85.9872; 98.9581
24421; 0.0331004; 0.458905; 0.495695; 1.15202; 1.28411; 1.11505; 1.60331; 3.426133; 0.339732; 4.093905; -0.159178; -0.366758; 0.005482; 0; 1; 7266652; 0; 4; -385.783; -304.439; 585.63; -172.77; 86.3615; 98.6941
24467; 0.0294524; 0.458216; 0.498934; 1.158; 1.29215; 1.11104; 1.59635; 3.451328; 0.339623; 4.109182; -0.158955; -0.366176; 0.005478; 0; 1; 7266938; 0; 4; -386.045; -304.108; 585.523; -172.907; 86.7206; 98.3844
24499; 0.0272573; 0.457842; 0.501374; 1.16175; 1.29721; 1.10852; 1.59059; 3.329782; 0.347640; 4.010384; -0.159330; -0.370287; 0.005500; 0; 1; 7267226; 0; 4; -386.089; -304.024; 585.48; -171.606; 86.9449; 99.6039
24530; 0.0236041; 0.457342; 0.505583; 1.16772; 1.30529; 1.1045; 1.58191; 3.438889; 0.415210; 4.085155; -0.161574; -0.366739; 0.005606; 0; 1; 7267513; 0; 4; -386.156; -303.895; 585.417; -169.802; 87.3111; 101.28
24592; 0.0199666; 0.456847; 0.50954; 1.17342; 1.31313; 1.10067; 1.57527; 3.430530; 0.415324; 4.062434; -0.161359; -0.367023; 0.005609; 0; 1; 7267799; 0; 4; -386.277; -303.696; 585.37; -169.926; 87.6791; 101.016
24624; 0.0163976; 0.456373; 0.513341; 1.17926; 1.32098; 1.09674; 1.56791; 3.438898; 0.400721; 4.055107; -0.160656; -0.366629; 0.005609; 0; 1; 7268088; 0; 4; -386.439; -303.489; 585.237; -169.26; 88.0305; 101.53
24655; 0.0128548; 0.456015; 0.516686; 1.18508; 1.3288; 1.09281; 1.56058; 3.480770; 0.395643; 4.100904; -0.160044; -0.365239; 0.005735; 0; 1; 7268374; 0; 4; -386.755; -303.185; 584.994; -168.73; 88.3682; 101.883
24702; 0.00931213; 0.455652; 0.520427; 1.19105; 1.3368; 1.08877; 1.55367; 3.409697; 0.515426; 4.046065; -0.163903; -0.367604; 0.005478; 0; 1; 7268661; 0; 4; -386.973; -302.97; 584.77; -169.523; 88.7245; 100.924
24749; 0.00583785; 0.455241; 0.524394; 1.19663; 1.34435; 1.08503; 1.54654; 3.418099; 0.495949; 4.038822; -0.163039; -0.367595; 0.005610; 0; 1; 7268949; 0; 4; -387.077; -302.805; 584.655; -168.288; 89.0616; 102.017
24780; 0.00583785; 0.455241; 0.524394; 1.19663; 1.34435; 1.08503; 1.54654; 3.501929; 0.485736; 4.092047; -0.162703; -0.364553; 0.005463; 0; 1; 7269235; 0; 4; -387.077; -302.805; 584.655; -168.288; 89.0616; 102.017
24811; 0.0023004; 0.454799; 0.528376; 1.20258; 1.35246; 1.081; 1.53961; 3.502091; 0.534555; 4.053367; -0.164107; -0.364656; 0.005329; 0; 1; 7269521; 0; 5; -387.216; -302.632; 584.5; -169.702; 89.4229; 100.441
24858; -0.00149499; 0.454283; 0.531932; 1.20854; 1.3606; 1.07701; 1.53224; 3.359247; 0.476737; 4.085277; -0.161721; -0.369561; 0.005361; 0; 1; 7269808; 0; 6; -387.524; -302.259; 584.309; -169.677; 89.7659; 100.267
24905; -0.0047903; 0.453652; 0.535181; 1.2145; 1.36738; 1.07469; 1.52343; 3.334028; 0.384453; 4.002990; -0.158672; -0.370209; 0.005504; 0; 1; 7270097; 0; 6; -387.44; -302.005; 583.92; -73.2112; 89.891; -163.359
24952; -0.00777502; 0.450062; 0.538324; 1.22454; 1.37211; 1.07345; 1.51841; 3.413972; 0.639866; 4.067739; -0.166145; -0.367216; 0.005476; 0; 1; 7270382; 0; 6; -385.936; -302.053; 582.933; 17.6892; 89.9147; -72.4221
24983; -0.00777502; 0.450062; 0.538324; 1.22454; 1.37211; 1.07345; 1.51841; 3.409834; 0.613102; 4.037639; -0.165593; -0.367434; 0.005214; 0; 1; 7270669; 0; 6; -385.936; -302.053; 582.933; 17.6892; 89.9147; -72.4221
25014; -0.00876466; 0.445787; 0.539238; 1.23038; 1.37432; 1.07273; 1.51733; 3.409834; 0.613102; 4.037639; -0.165593; -0.367434; 0.005214; 0; 1; 7270669; 0; 6; -384.459; -302.168; 582.985; 49.2928; 89.9106; -40.8007
25061; -0.0097122; 0.440802; 0.539866; 1.23617; 1.37664; 1.07202; 1.5161; 3.476859; 0.573583; 4.098564; -0.165168; -0.365466; 0.005463; 0; 1; 7270957; 0; 6; -382.85; -302.234; 583.293; 61.024; 89.9297; -29.0653
25092; -0.0107808; 0.436038; 0.540253; 1.24169; 1.37898; 1.07135; 1.5148; 3.485250; 0.544376; 4.068535; -0.164206; -0.365082; 0.005464; 0; 1; 7271243; 0; 6; -381.421; -302.185; 583.574; 76.8909; 89.9478; -13.2156
25155; -0.0120179; 0.431232; 0.540905; 1.24729; 1.38137; 1.07068; 1.51282; 3.497905; 0.600411; 4.075503; -0.165511; -0.364571; 0.005328; 0; 1; 7271531; 0; 6; -379.952; -302.135; 583.873; 137.852; 89.994; 47.7325
25171; -0.0133602; 0.426505; 0.541774; 1.25314; 1.38395; 1.07001; 1.51071; 3.485319; 0.549295; 4.060993; -0.164149; -0.365336; 0.005333; 0; 1; 7271817; 0; 6; -378.459; -302.106; 584.1; -115.45; 89.9685; 154.425
25217; -0.0147446; 0.422462; 0.542497; 1.25892; 1.38648; 1.06938; 1.50848; 3.548169; 0.478287; 4.084612; -0.162133; -0.363473; 0.005455; 0; 1; 7272103; 0; 6; -377.213; -302.022; 584.06; -128.921; 89.9572; 140.939
25264; -0.0160712; 0.418798; 0.542618; 1.2646; 1.38912; 1.06877; 1.50584; 3.518823; 0.519875; 4.084195; -0.163175; -0.364236; 0.005328; 0; 1; 7272391; 0; 6; -376.231; -301.816; 583.848; -138.398; 89.9384; 131.418
25296; -0.0172924; 0.415135; 0.542698; 1.26994; 1.39155; 1.06819; 1.50361; 3.464366; 0.590879; 4.060647; -0.164971; -0.365823; 0.005204; 0; 1; 7272678; 0; 6; -375.245; -301.625; 583.708; -145.363; 89.9167; 124.41
25342; -0.0186664; 0.411213; 0.543014; 1.2753; 1.39405; 1.06762; 1.50126; 3.476890; 0.564017; 4.076278; -0.163970; -0.365484; 0.005336; 0; 1; 7272966; 0; 6; -374.167; -301.432; 583.692; -138.773; 89.8896; 130.961
25374; -0.0202614; 0.406917; 0.543712; 1.28104; 1.39662; 1.06703; 1.49938; 3.439094; 0.542291; 4.053812; -0.163358; -0.366563; 0.005344; 0; 1; 7273254; 0; 6; -372.918; -301.262; 583.73; -143.083; 89.8794; 126.621
25421; -0.0211773; 0.404391; 0.544375; 1.2845; 1.39826; 1.06667; 1.49827; 3.502125; 0.544425; 4.038255; -0.163774; -0.364786; 0.005462; 0; 1; 7273538; 0; 6; -372.105; -301.232; 583.768; -145.694; 89.8852; 124.007
25467; -0.0223302; 0.400858; 0.545666; 1.28974; 1.40073; 1.06614; 1.49657; 3.464384; 0.585999; 4.030050; -0.165257; -0.365697; 0.005335; 0; 1; 7273827; 0; 6; -370.801; -301.339; 583.748; -156.492; 89.906; 113.232
25499; -0.0233356; 0.397263; 0.547368; 1.29513; 1.40326; 1.06563; 1.49459; 3.455973; 0.561698; 4.038192; -0.164228; -0.366119; 0.005207; 0; 1; 7274113; 0; 6; -369.306; -301.601; 583.744; -163.57; 89.9256; 106.21
25546; -0.0240568; 0.394584; 0.548639; 1.29884; 1.40503; 1.06528; 1.49322; 3.460179; 0.573861; 4.045673; -0.164519; -0.365909; 0.005074; 0; 1; 7274400; 0; 6; -368.198; -301.795; 583.825; -160.244; 89.9383; 109.578
25592; -0.0251622; 0.390351; 0.550411; 1.30441; 1.40768; 1.06476; 1.49129; 3.514729; 0.585703; 4.068006; -0.165249; -0.364274; 0.005325; 0; 1; 7274688; 0; 6; -366.52; -302.048; 584.003; -148.545; 89.9509; 121.332
25624; -0.0263414; 0.38643; 0.551672; 1.30982; 1.41034; 1.06427; 1.48951; 3.548238; 0.517374; 4.076720; -0.162766; -0.363330; 0.005192; 0; 1; 7274975; 0; 6; -365.105; -302.147; 584.052; -161.246; 89.9647; 108.652
25655; -0.0274363; 0.382861; 0.552385; 1.31523; 1.4129; 1.0638; 1.48732; 3.531380; 0.502788; 4.084483; -0.162500; -0.363639; 0.005196; 0; 1; 7275261; 0; 6; -363.913; -302.147; 583.889; -175.937; 89.9581; 93.9602
25702; -0.0285944; 0.379165; 0.552807; 1.3207; 1.41554; 1.06335; 1.48553; 3.485338; 0.554200; 4.061038; -0.164091; -0.365335; 0.005201; 0; 1; 7275548; 0; 6; -362.781; -302.059; 583.721; 153.538; 89.9394; 63.4157
25733; -0.029305; 0.376475; 0.552978; 1.32429; 1.41731; 1.06303; 1.48441; 3.430842; 0.625160; 4.060326; -0.165881; -0.366919; 0.005078; 0; 1; 7275839; 0; 6; -361.984; -301.996; 583.693; 151.035; 89.9268; 60.8949
25780; -0.0302999; 0.372317; 0.553269; 1.32962; 1.41993; 1.06263; 1.48257; 3.489534; 0.576153; 4.060809; -0.164487; -0.364995; 0.005201; 0; 1; 7276129; 0; 6; -360.713; -301.933; 583.711; 160.134; 89.9175; 69.9771
25811; -0.0313422; 0.368163; 0.553726; 1.33481; 1.42256; 1.06222; 1.48072; 3.497901; 0.546807; 4.068679; -0.163957; -0.364856; 0.005199; 0; 1; 7276416; 0; 6; -359.426; -301.886; 583.786; 170.85; 89.9143; 80.6788
25874; -0.0333163; 0.361983; 0.554675; 1.34315; 1.42665; 1.0616; 1.47795; 3.502101; 0.495683; 4.054312; -0.162155; -0.365068; 0.005202; 0; 1; 7276703; 0; 6; -357.517; -301.748; 583.722; 163.956; 89.8985; 73.7581
25905; -0.0333163; 0.361983; 0.554675; 1.34315; 1.42665; 1.0616; 1.47795; 3.489508; 0.580979; 4.068257; -0.164866; -0.364735; 0.005068; 0; 1; 7276990; 0; 6; -357.517; -301.748; 583.722; 163.956; 89.8985; 73.7581
25936; -0.0345902; 0.358272; 0.555433; 1.34824; 1.42923; 1.06123; 1.47626; 3.460218; 0.603089; 4.045222; -0.165488; -0.365891; 0.005072; 0; 1; 7277277; 0; 6; -356.34; -301.68; 583.681; 156.952; 89.8924; 66.7433
25983; -0.0369116; 0.351439; 0.557306; 1.35704; 1.43369; 1.06065; 1.47202; 3.464352; 0.566490; 4.060959; -0.164384; -0.365835; 0.005073; 0; 1; 7277567; 0; 6; -354.057; -301.657; 583.807; -160.435; 89.9036; 109.361
26030; -0.0379486; 0.348602; 0.558296; 1.36074; 1.43559; 1.06041; 1.46976; 3.476898; 0.525024; 4.053887; -0.163123; -0.365506; 0.005205; 0; 1; 7277850; 0; 6; -353.065; -301.673; 583.863; -133.197; 89.8784; 136.609
26061; -0.038854; 0.346354; 0.559004; 1.36396; 1.43722; 1.06023; 1.46759; 3.539810; 0.541754; 4.083924; -0.163572; -0.363339; 0.005324; 0; 1; 7278141; 0; 6; -352.307; -301.648; 583.815; -120.348; 89.8415; 149.459
26092; -0.0401016; 0.342822; 0.559867; 1.36918; 1.43993; 1.0599; 1.46477; 3.476956; 0.559158; 4.053481; -0.164033; -0.365487; 0.005072; 0; 1; 7278435; 0; 6; -351.131; -301.617; 583.667; -115.148; 89.8158; 154.656
